ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-3671846,Bing,NA,2,2020-03-01T22:31:00Z,2020-03-01T23:24:32Z,33.60579,-114.534775,NA,NA,0,At Riviera Dr/Exit 243 - Accident.,NA,I-10 W,R,Blythe,Riverside,CA,92225,US,US/Pacific,KBLH,2020-03-01T22:52:00Z,57,57,44,29.38,10,SW,8,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1435027,MapQuest,241,2,2019-05-30T07:29:05Z,2019-05-30T09:28:41Z,26.50046,-81.898903,NA,NA,0,Lane blocked due to accident on Wellington Lakes Cir at Winkler Rd.,16629,Winkler Rd,L,Fort Myers,Lee,FL,33908,US,US/Eastern,KFMY,2019-05-30T07:53:00Z,77,77,90,29.97,10,SE,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3596711,Bing,NA,2,2020-03-23T07:01:00Z,2020-03-23T07:33:18Z,33.786059,-117.884217,NA,NA,0,At Chapman Ave/Exit 107B - Accident.,NA,I-5 N,R,Orange,Orange,CA,92868,US,US/Pacific,KSNA,2020-03-23T07:04:00Z,58,58,84,30.03,8,SSW,3,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-699462,MapQuest,201,2,2020-07-22T10:21:56Z,2020-07-22T11:43:15Z,44.815536,-93.603264,NA,NA,0,Accident on US-212 Westbound at MN-41 Chestnut St.,NA,US-212 W,R,Chaska,Carver,MN,55318,US,US/Central,KFCM,2020-07-22T09:53:00Z,64,64,70,29.05,10,N,13,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3719076,Bing,NA,2,2020-02-08T19:31:00Z,2020-02-08T20:05:02Z,34.065979,-118.215426,NA,NA,0,At N Mission Rd - Accident.,1898,Daly St,R,Los Angeles,Los Angeles,CA,90031-3308,US,US/Pacific,KCQT,2020-02-08T19:52:00Z,57,57,74,29.73,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-2341348,MapQuest,201,3,2018-02-27T08:43:53Z,2018-02-27T09:13:35Z,38.629723,-90.345665,NA,NA,0,Right hand shoulder blocked due to accident on I-170 Inner Belt Northbound after Exits 1A 1B 1C I-64.,NA,US-40 E,R,Saint Louis,St. Louis County,MO,63144,US,US/Central,KSTL,2018-02-27T08:51:00Z,54,NA,45,30.25,10,South,13.8,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4151150,Bing,NA,2,2017-07-31T09:32:36Z,2017-07-31T15:32:36Z,44.8597,-93.366,NA,NA,0.468,At CR-28/Bush Lake Rd/Exit 8 - Accident.,NA,MN-5 E,R,Minneapolis,Hennepin,MN,55438,US,US/Central,KFCM,2017-07-31T09:53:00Z,78.1,NA,58,30.16,10,South,4.6,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1606196,MapQuest,201,3,2019-02-22T06:41:26Z,2019-02-22T07:11:13Z,32.89389,-96.71138,NA,NA,0,Accident on I-635 Eastbound at Royal Ln.,NA,I-635 E,R,Dallas,Dallas,TX,75238,US,US/Central,KDAL,2019-02-22T06:38:00Z,46.9,NA,97,29.96,2.5,East,10.4,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2952145,Bing,NA,2,2017-07-14T08:45:54Z,2017-07-14T14:45:54Z,33.856013,-117.993286,NA,NA,0.052,At I-5/Santa Ana Fwy - Accident.,NA,Artesia Fwy E,R,Buena Park,Orange,CA,90620,US,US/Pacific,KFUL,2017-07-14T08:53:00Z,72,NA,73,30.01,6,Variable,3.5,NA,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2999523,Bing,NA,2,2020-11-10T21:34:00Z,2020-11-11T00:45:00Z,47.118304,-122.557164,NA,NA,0.252,Incident on I-5 NB near MP 122 Drive with caution.,NA,I-5 N,R,Tacoma,Pierce,WA,98433,US,US/Pacific,KGRF,2020-11-10T21:58:00Z,42,42,100,29.71,10,N,3,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3711898,Bing,NA,2,2020-02-03T08:56:00Z,2020-02-03T10:28:00Z,37.792485,-121.982931,NA,NA,0,At Sycamore Valley Rd - Accident.,NA,Greenbrook Dr,R,Danville,Contra Costa,CA,94526,US,US/Pacific,KCCR,2020-02-03T08:53:00Z,42,42,67,30.14,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2615703,MapQuest,201,2,2017-09-15T08:37:49Z,2017-09-15T09:07:37Z,36.131690999999996,-86.768433,NA,NA,0,Accident on Benton Ave at Bransford Ave.,1999,Bransford Ave,R,Nashville,Davidson,TN,37204-2305,US,US/Central,KBNA,2017-09-15T08:53:00Z,72,NA,78,30.09,10,Calm,NA,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1466648,MapQuest,201,3,2019-04-11T08:11:23Z,2019-04-11T09:28:00Z,38.932953,-104.796402,NA,NA,0.479999989271,Accident on CO-83 Academy Blvd Southbound from Shrider Rd to Woodmen Rd. No recent updates.,NA,N Academy Blvd,R,Colorado Springs,El Paso,CO,80920,US,US/Mountain,KAFF,2019-04-11T07:58:00Z,22,7,74,23.25,10,N,18,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-383794,MapQuest,201,2,2017-03-28T10:02:59Z,2017-03-28T10:32:43Z,40.033382,-76.304863,NA,NA,0.01,Accident on US-222 Queen St at Church St.,246,S Queen St,R,Lancaster,Lancaster,PA,17603-5342,US,US/Eastern,KLNS,2017-03-28T09:53:00Z,53.1,NA,100,29.87,2.5,East,11.5,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3006045,Bing,NA,2,2020-11-14T06:35:57Z,2020-11-14T08:12:00Z,44.443055,-95.856732,NA,NA,1.009,Incident on MN-19 near 210TH AVE Drive with caution.,2198,State Highway 19,R,Marshall,Lyon,MN,56258-5452,US,US/Central,KMML,2020-11-14T06:56:00Z,34,20,73,28.21,10,SSW,31,0,Fair / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-2779824,Bing,NA,4,2016-09-13T09:16:51Z,2016-09-13T15:16:51Z,33.720075,-83.852401,NA,NA,0.243,Closed at Cannon Farm Rd SW - Road closed due to accident.,300,Georgia Highway 81 SE,L,Oxford,Newton,GA,30054-3206,US,US/Eastern,K9A1,2016-09-13T09:45:00Z,75,75,73,29.07,7,E,7,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4176348,Bing,NA,3,2019-04-25T09:10:10Z,2019-04-25T09:40:07Z,29.70423,-95.27579,NA,NA,0.166,At Broadway Blvd/Exit 31 - Accident. Center lane blocked. Right lane blocked.,NA,I-610 W,R,Houston,Harris,TX,77012,US,US/Central,KHOU,2019-04-25T08:53:00Z,68,68,76,29.78,10,NW,14,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3130655,Bing,NA,2,2020-09-27T09:14:07Z,2020-09-27T13:11:03Z,34.065817,-80.063915,NA,NA,0.63,Incident on US-76 near MILLS RD Drive with caution.,246,Highway 76 E,R,Lynchburg,Lee,SC,29080-8293,US,US/Eastern,KSMS,2020-09-27T09:15:00Z,66,66,100,29.85,10,CALM,0,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-226906,MapQuest,201,2,2016-09-02T14:27:42Z,2016-09-02T15:57:42Z,39.744568,-84.182838,NA,NA,0,Accident on Brown St at Obell Ct.,1026,Brown St,L,Dayton,Montgomery,OH,45409-2858,US,US/Eastern,KFFO,2016-09-02T13:58:00Z,75.9,NA,49,30.17,6,ENE,12.7,NA,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-774577,MapQuest,241,2,2020-05-15T11:14:19Z,2020-05-15T12:59:03Z,28.60223,-81.317574,NA,NA,0,Lane blocked due to accident on Balfour Dr at Aloma Ave.,2601,Aloma Ave,L,Winter Park,Orange,FL,32792-3501,US,US/Eastern,KORL,2020-05-15T10:53:00Z,84,84,47,29.95,10,ENE,17,0,Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2789828,Bing,NA,2,2016-08-02T15:52:45Z,2016-08-02T21:57:49Z,25.76991,-80.32191,NA,NA,0.08,At 79th Ave - Accident.,NA,W Flagler St,R,Miami,Miami-Dade,FL,33144,US,US/Eastern,KMIA,2016-08-02T15:53:00Z,87.1,NA,67,30.04,10,ESE,15,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3123060,Bing,NA,2,2020-09-27T18:59:30Z,2020-09-27T21:08:30Z,34.070369,-118.047261,NA,NA,0.942,Slow traffic on I-10 from Santa Anita Ave (I-10) to CA-19/Rosemead Blvd/Flair Dr (I-10) due to accident.,NA,I-10 W,R,South El Monte,Los Angeles,CA,91733,US,US/Pacific,KEMT,2020-09-27T18:53:00Z,71,71,73,29.74,10,SW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-3333467,Bing,NA,2,2020-09-17T11:56:00Z,2020-09-17T16:26:00Z,34.053924,-118.234996,NA,NA,0.607,Slow traffic on US-101 from Vignes St/Exit 2B (US-101) to Broadway/Exit 3A (US-101) due to accident.,NA,Santa Ana Fwy N,R,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,2020-09-17T11:52:00Z,90,90,15,29.72,5,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-584343,MapQuest,201,2,2020-11-05T10:17:17Z,2020-11-05T11:17:01Z,30.20097,-92.066032,NA,NA,0,Accident on Congress St at Winchester Dr.,200,Winchester Dr,L,Lafayette,Lafayette,LA,70506-6094,US,US/Central,KLFT,2020-11-05T09:53:00Z,64,64,65,30.25,10,VAR,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1735706,MapQuest,241,3,2018-11-05T17:21:30Z,2018-11-05T17:51:07Z,41.81461,-71.370094,NA,NA,0,One lane blocked due to accident on I-195 Eastbound at Exit 6 RI-103 Warren Ave.,955,Broadway,R,East Providence,Providence,RI,02914-4714,US,US/Eastern,KPVD,2018-11-05T16:51:00Z,50,NA,83,30.32,10,ENE,9.2,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-3499344,Bing,NA,4,2020-05-18T15:24:31Z,2020-05-18T15:54:00Z,40.72369,-74.08915,NA,NA,0.207,Closed at CR-501/John F Kennedy Blvd - Road closed due to accident. Police activity ongoing.,69,Marcy Ave,L,Jersey City,Hudson,NJ,07304-1213,US,US/Eastern,KJRB,2020-05-18T15:51:00Z,70,NA,44,30.01,10,NA,NA,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2225960,MapQuest,201,3,2018-03-02T02:32:56Z,2018-03-02T03:02:17Z,42.634373,-78.990273,NA,NA,0,Accident on I-90 Eastbound at MP57A.,NA,I-90 E,R,Angola,Erie,NY,14006,US,US/Eastern,KDKK,2018-03-02T02:24:00Z,30,17.2,100,29.79,0.5,NNW,20.7,0.01,Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2780774,Bing,NA,2,2016-09-15T08:58:11Z,2016-09-15T14:58:11Z,42.070758,-88.290804,NA,NA,0.002,At Tollgate Rd - Accident.,NA,State Route 31,R,Elgin,Kane,IL,60123,US,US/Central,KDPA,2016-09-15T08:52:00Z,66.9,NA,73,30.25,10,ESE,9.2,NA,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3654834,Bing,NA,3,2020-04-22T05:01:06Z,2020-04-22T05:31:06Z,42.03357,-88.32031,NA,NA,0,At US-20 - Accident.,1698,Larkin Ave,R,Elgin,Kane,IL,60123-5945,US,US/Central,KDPA,2020-04-22T04:52:00Z,39,36,46,29.17,10,SE,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Day,Day
A-4046384,Bing,NA,3,2018-05-17T15:33:54Z,2018-05-17T21:33:54Z,42.23975,-87.99993,NA,NA,0.024,At IL-83 - Accident.,300,Townline Rd,R,Mundelein,Lake,IL,60060-4225,US,US/Central,KPWK,2018-05-17T15:52:00Z,62.1,NA,58,30.09,10,NNE,13.8,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3669854,Bing,NA,2,2020-02-29T14:20:00Z,2020-02-29T15:38:58Z,41.20816,-111.97076,NA,NA,0,At UT-79/31st St - Accident.,401,31st St,R,Ogden,Weber,UT,84401-3709,US,US/Mountain,KOGD,2020-02-29T13:53:00Z,57,57,20,25.34,10,WSW,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1247797,MapQuest,201,2,2019-08-30T12:28:39Z,2019-08-30T13:43:23Z,33.494869,-112.180328,NA,NA,0,Accident on 56th Dr at Indian School Rd.,5623,W Indian School Rd,R,Phoenix,Maricopa,AZ,85031-2538,US,US/Mountain,KGEU,2019-08-30T11:58:00Z,100,100,27,28.72,10,N,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-244114,MapQuest,201,3,2016-11-26T21:01:21Z,2016-11-26T22:01:01Z,40.308704,-76.834213,NA,NA,0.01,Restrictions due to accident on I-81 Southbound at Exit 70 US-322.,NA,US-322 W,R,Harrisburg,Dauphin,PA,17112,US,US/Eastern,KCXY,2016-11-26T20:56:00Z,44.1,38.6,58,30.18,10,WNW,10.4,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2814010,Bing,NA,3,2016-08-01T03:58:12Z,2016-08-01T09:58:12Z,38.892101,-77.166519,NA,NA,1.308,Between Westmoreland St/Exit 68 and VA-267/Exit 67 - Accident.,NA,Custis Memorial Pkwy W,R,Arlington,Arlington,VA,22213,US,US/Eastern,KDCA,2016-08-01T03:52:00Z,77,NA,82,29.98,10,Calm,NA,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3741103,Bing,NA,2,2020-02-27T14:59:53Z,2020-02-27T18:59:53Z,45.347410000000004,-122.65248,NA,NA,0,At 10th St/Exit 6 - Accident.,NA,E Portland Fwy N,R,West Linn,Clackamas,OR,97068,US,US/Pacific,KUAO,2020-02-27T14:53:00Z,62,62,43,30.15,10,N,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1358206,MapQuest,343,2,2019-06-16T19:46:21Z,2019-06-16T20:15:53Z,40.87561,-96.733917,NA,NA,0,Earlier accident on US-34 Westbound at Fallbrook Blvd.,2959,W Highway 34,L,Lincoln,Lancaster,NE,68521,US,US/Central,KLNK,2019-06-16T19:54:00Z,81,81,42,28.62,10,ESE,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-4072055,Bing,NA,2,2018-03-23T20:38:34Z,2018-03-23T21:08:34Z,37.32315,-121.975914,NA,NA,0,At Saratoga Ave - Accident.,4200,Stevens Creek Blvd,L,San Jose,Santa Clara,CA,95129-1336,US,US/Pacific,KSJC,2018-03-23T20:53:00Z,53.1,NA,57,30.15,10,Calm,NA,NA,Partly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Day
A-561035,MapQuest,201,2,2020-11-20T08:17:41Z,2020-11-20T09:56:10Z,39.144161,-75.819588,NA,NA,0,Right hand shoulder closed due to accident on MD-302 Barclay Rd Eastbound at Busic Church Rd.,221,Busic Church Rd,L,Barclay,Queen Anne's,MD,21607-1280,US,US/Eastern,KRJD,2020-11-20T07:55:00Z,52,52,50,30.41,10,SSW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-454533,MapQuest,201,3,2017-06-06T13:56:00Z,2017-06-06T14:25:21Z,37.912777,-122.066925,NA,NA,0.00999999977648,#3 lane blocked due to accident on I-680 Northbound at N Main St.,NA,I-680 N,R,Walnut Creek,Contra Costa,CA,94597,US,US/Pacific,KCCR,2017-06-06T13:53:00Z,84,NA,33,29.85,10,South,13.8,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3513158,Bing,NA,3,2020-06-22T21:22:14Z,2020-06-22T21:52:14Z,40.77139,-74.15689,NA,NA,0,At Chester Ave/Exit 4 - Accident. Two lanes blocked.,NA,McCarter Hwy,R,Newark,Essex,NJ,07104,US,US/Eastern,KEWR,2020-06-22T21:31:00Z,82,82,60,29.87,10,S,12,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-2561602,MapQuest,201,2,2017-10-20T04:17:16Z,2017-10-20T04:47:00Z,37.548996,-77.468941,NA,NA,0,Accident on Shields Ave both ways at VA-147 Cary St.,99,S Shields Ave,L,Richmond,Richmond City,VA,23220-5226,US,US/Eastern,KRIC,2017-10-20T03:54:00Z,48.9,NA,86,30.19,10,Calm,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2042307,MapQuest,201,2,2018-06-02T16:25:31Z,2018-06-02T17:40:11Z,44.897568,-93.222992,NA,NA,0,Accident on MN-62 Westbound at 34th Ave.,NA,Crosstown Hwy W,R,Minneapolis,Hennepin,MN,55417,US,US/Central,KMSP,2018-06-02T16:44:00Z,68,NA,87,29.85,10,West,12.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1981396,MapQuest,201,3,2018-08-30T06:24:37Z,2018-08-30T06:53:24Z,41.424107,-81.528961,NA,NA,2.98000001907,Accident on I-480 Eastbound between Exit 24 Lee Rd and Warrensville Center Rd.,NA,I-480 W,R,Bedford,Cuyahoga,OH,44146,US,US/Eastern,KBKL,2018-08-30T06:53:00Z,70,NA,76,30.12,10,NNE,17.3,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-1216532,MapQuest,241,2,2019-09-14T14:24:44Z,2019-09-14T15:38:59Z,34.736073,-86.593155,NA,NA,0,Lane blocked due to accident on US-231 Memorial Pkwy Northbound at I-565 Exits 19A 19B 19C.,NA,AL-20 E,R,Huntsville,Madison,AL,35801,US,US/Central,KHUA,2019-09-14T13:58:00Z,77,77,85,29.45,10,E,3,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-133675,MapQuest,222,2,2016-10-05T16:37:44Z,2016-10-05T17:21:53Z,27.944677,-82.474716,NA,NA,0,Queueing traffic due to accident on FL-60 Kennedy Blvd Westbound at Oregon Ave.,1499,W Kennedy Blvd,R,Tampa,Hillsborough,FL,33606,US,US/Eastern,KTPF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1160916,MapQuest,201,2,2019-10-01T07:39:30Z,2019-10-01T08:39:05Z,30.523846,-97.713432,NA,NA,0,Accident on Creek Bend Blvd at Pena Cv.,NA,Pena Cv,R,Round Rock,Williamson,TX,78681,US,US/Central,KGTU,2019-10-01T07:56:00Z,76,76,91,29.18,10,SE,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1754601,MapQuest,201,2,2018-11-12T19:22:45Z,2018-11-12T19:52:12Z,45.83136,-93.368736,NA,NA,0,Accident on County Hwy-12 Harbor St at Old Highway 23.,1696,Harbor St,R,Ogilvie,Kanabec,MN,56358-3701,US,US/Central,KJMR,2018-11-12T19:16:00Z,15.8,8.6,62,30.48,10,North,4.6,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2105542,MapQuest,201,3,2018-05-03T16:04:47Z,2018-05-03T16:34:18Z,32.266869,-86.355072,NA,NA,0,Accident on I-65 Northbound at Exit 164 US-31 Mobile Hwy.,NA,Mobile Hwy,R,Montgomery,Montgomery,AL,36105,US,US/Central,KMXF,2018-05-03T19:56:00Z,73.9,NA,64,30.16,8,Calm,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1317966,MapQuest,203,3,2019-08-08T08:55:36Z,2019-08-08T09:55:33Z,36.154041,-86.757439,NA,NA,0,Multi-vehicle accident on I-40 Westbound at Exit 211. No recent updates.,NA,I-24 W,R,Nashville,Davidson,TN,37210,US,US/Central,KBNA,2019-08-08T08:53:00Z,76,76,79,29.32,10,CALM,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4177360,Bing,NA,2,2019-04-28T06:47:00Z,2019-04-28T10:16:00Z,39.931807,-111.088982,NA,NA,0.096,At Starvation Rd - Accident.,17887,US Highway 6,R,Heber City,Utah,UT,84032,US,US/Mountain,K36U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2194322,MapQuest,201,2,2018-04-17T12:36:27Z,2018-04-17T13:05:45Z,27.813894,-82.769356,NA,NA,0,Accident on 94th St Northbound at US-19 Alt Bay Pines Blvd.,9395,Bay Pines Blvd,R,Saint Petersburg,Pinellas,FL,33708-3840,US,US/Eastern,KPIE,2018-04-17T12:53:00Z,73.9,NA,37,30.16,10,NNE,6.9,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3782600,Bing,NA,3,2019-12-18T14:17:44Z,2019-12-18T14:47:27Z,38.3145,-104.66463,NA,NA,0,At CO-45/N Pueblo Blvd - Accident.,2998,W US Highway 50,R,Pueblo,Pueblo,CO,81008,US,US/Mountain,KPUB,2019-12-18T13:53:00Z,46,46,37,25.33,10,CALM,0,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-448779,MapQuest,201,3,2017-05-11T16:28:29Z,2017-05-11T17:12:54Z,38.965183,-78.436989,NA,NA,0.00999999977648,Right hand shoulder closed due to accident on I-81 Northbound at Exit 291 Mount Olive Rd.,NA,Mount Olive Rd,R,Toms Brook,Shenandoah,VA,22660,US,US/Eastern,KLUA,2017-05-11T16:35:00Z,55.4,NA,100,29.86,5,NNE,9.2,0.03,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
